loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-12890,BR-23229,HOME,2018-09-26,2020-09-26,150000,34500,15.84,24,RJ,HOME_IMPROVEMENT,B,1-3,VERY_HIGH,60+ DPD,45,ServicerC,2025-07-12,2026-05-19,PENDING,SERVICING_SYSTEM
LN-12891,BR-21093,EDUCATION,2021-05-01,2022-05-01,500000,65000,14.41,12,GJ,HOME_IMPROVEMENT,A,1-3,VERY_HIGH,90+ DPD,120,ServicerB,2025-09-23,2026-04-01,PENDING,ORIGINATION_SYSTEM
LN-12892,BR-20986,HOME,2024-09-20,2030-09-20,150000,136500,8.46,72,MP,EDUCATION,C,4-6,HIGH,30+ DPD,30,ServicerB,2026-01-06,2026-08-17,MISSING,ORIGINATION_SYSTEM
LN-12893,BR-21456,PERSONAL,2022-03-01,2029-03-01,750000,277500,16.31,84,GJ,VEHICLE,C,1-3,MEDIUM,CURRENT,0,ServicerC,2025-05-30,2026-03-10,AVAILABLE,MANUAL_UPLOAD
LN-12894,BR-20142,HOME,2023-02-13,2029-02-13,300000,72000,14.66,72,DL,WORKING_CAPITAL,A,7-10,LOW,CURRENT,0,ServicerA,2025-11-11,2026-06-01,PENDING,MANUAL_UPLOAD
LN-12895,BR-21806,BUSINESS,2020-10-09,2030-10-09,150000,36000,9.77,120,MH,WORKING_CAPITAL,C,<1,VERY_HIGH,CURRENT,0,ServicerC,2026-03-09,2026-02-13,PENDING,MANUAL_UPLOAD
LN-12896,BR-23753,BUSINESS,2024-05-13,2026-05-13,150000,139500,12.26,24,TS,VEHICLE,A,7-10,LOW,CURRENT,0,ServicerB,2025-06-13,2026-07-20,MISSING,SERVICING_SYSTEM
LN-12897,BR-20136,HOME,2024-06-23,2039-06-23,250000,27500,5.94,180,MH,WORKING_CAPITAL,C,7-10,LOW,CURRENT,0,ServicerC,2025-09-13,2026-04-06,MISSING,MANUAL_UPLOAD
LN-12898,BR-23763,PERSONAL,2021-04-01,2051-04-01,75000,27000,9.18,360,TN,WORKING_CAPITAL,A,<1,MEDIUM,30+ DPD,15,ServicerA,2025-12-24,2026-04-29,AVAILABLE,ORIGINATION_SYSTEM
LN-12899,BR-20227,EDUCATION,2022-11-28,2052-11-28,50000,34000,11.11,360,HR,WORKING_CAPITAL,A,10+,MEDIUM,CURRENT,0,ServicerC,2025-06-02,2026-04-16,AVAILABLE,ORIGINATION_SYSTEM
LN-12900,BR-23403,EDUCATION,2023-06-24,2026-06-24,150000,129000,9.15,36,TS,WORKING_CAPITAL,D,1-3,LOW,CURRENT,0,ServicerB,2025-01-18,2026-04-07,MISSING,SERVICING_SYSTEM
LN-12901,BR-20191,AUTO,2023-03-31,2043-03-31,100000,30000,12.96,240,GJ,HOME_IMPROVEMENT,B,1-3,HIGH,60+ DPD,45,ServicerC,2025-08-26,2026-08-05,AVAILABLE,SERVICING_SYSTEM
LN-12902,BR-23031,HOME,2020-02-14,2050-02-14,300000,249000,16.74,360,AP,EDUCATION,A,1-3,LOW,CURRENT,0,ServicerB,2025-01-30,2026-08-17,AVAILABLE,ORIGINATION_SYSTEM
LN-12903,BR-22274,BUSINESS,2025-03-04,2030-03-04,750000,510000,11.84,60,PB,EDUCATION,A,<1,MEDIUM,30+ DPD,30,ServicerC,2025-09-20,2026-06-13,AVAILABLE,MANUAL_UPLOAD
LN-12904,BR-23250,BUSINESS,2024-03-04,2031-03-04,75000,54750,5.64,84,HR,WORKING_CAPITAL,A,10+,VERY_HIGH,60+ DPD,45,ServicerA,2025-12-31,2026-08-18,PENDING,MANUAL_UPLOAD
LN-12905,BR-21550,HOME,2018-02-09,2024-02-09,50000,38500,15.98,72,MP,WORKING_CAPITAL,A,7-10,LOW,CURRENT,0,ServicerC,2025-06-23,2026-04-02,AVAILABLE,MANUAL_UPLOAD
LN-12906,BR-21366,BUSINESS,2018-10-03,2038-10-03,1000000,800000,15.59,240,HR,VEHICLE,C,4-6,VERY_HIGH,90+ DPD,90,ServicerB,2025-03-24,2026-08-07,AVAILABLE,SERVICING_SYSTEM
LN-12907,BR-22745,PERSONAL,2020-03-30,2050-03-30,250000,90000,5.11,360,RJ,WORKING_CAPITAL,A,<1,MEDIUM,CURRENT,0,ServicerB,2026-07-07,2026-06-05,MISSING,MANUAL_UPLOAD
LN-12908,BR-21553,BUSINESS,2021-05-12,2023-05-12,250000,205000,8.15,24,HR,EDUCATION,B,1-3,VERY_HIGH,CURRENT,0,ServicerB,2025-05-13,2026-05-31,AVAILABLE,ORIGINATION_SYSTEM
LN-12909,BR-22902,PERSONAL,2022-10-21,2024-10-21,500000,30000,16.46,24,KA,WORKING_CAPITAL,C,7-10,LOW,60+ DPD,60,ServicerA,2025-12-05,2026-03-14,AVAILABLE,SERVICING_SYSTEM
LN-12910,BR-21051,EDUCATION,2018-08-02,2025-08-02,100000,80000,11.55,84,PB,EDUCATION,B,4-6,HIGH,CURRENT,0,ServicerB,2025-06-07,2026-03-06,PENDING,SERVICING_SYSTEM
LN-12911,BR-22438,AUTO,2024-12-13,2025-12-13,200000,180000,11.7,12,HR,DEBT_CONSOLIDATION,D,10+,LOW,60+ DPD,45,ServicerC,2025-04-16,2026-06-01,MISSING,SERVICING_SYSTEM
LN-12912,BR-23944,PERSONAL,2025-05-06,2031-05-06,200000,144000,5.62,72,GJ,DEBT_CONSOLIDATION,A,10+,LOW,60+ DPD,45,ServicerB,2025-08-17,2026-04-15,MISSING,SERVICING_SYSTEM
LN-12913,BR-23729,BUSINESS,2021-08-30,2025-08-30,250000,122500,10.29,48,UP,WORKING_CAPITAL,D,7-10,HIGH,30+ DPD,15,ServicerA,2026-02-21,2026-05-01,MISSING,SERVICING_SYSTEM
LN-12914,BR-20409,AUTO,2020-11-11,2040-11-11,200000,62000,11.65,240,MP,EDUCATION,A,<1,LOW,90+ DPD,90,ServicerA,2025-02-23,2026-04-30,PENDING,SERVICING_SYSTEM
LN-12915,BR-22909,PERSONAL,2023-09-21,2028-09-21,500000,280000,16.9,60,DL,HOME_IMPROVEMENT,E,1-3,LOW,CURRENT,0,ServicerA,2026-03-12,2026-03-27,MISSING,ORIGINATION_SYSTEM
LN-12916,BR-20770,BUSINESS,2025-04-23,2045-04-23,50000,7000,15.39,240,KL,HOME_IMPROVEMENT,B,10+,VERY_HIGH,60+ DPD,60,ServicerB,2025-07-23,2026-05-27,AVAILABLE,SERVICING_SYSTEM
LN-12917,BR-20780,EDUCATION,2020-11-23,2023-11-23,100000,8000,17.6,36,MH,DEBT_CONSOLIDATION,C,10+,HIGH,CURRENT,0,ServicerB,2026-02-05,2026-04-15,PENDING,MANUAL_UPLOAD
LN-12918,BR-20498,EDUCATION,2023-10-14,2024-10-14,250000,40000,9.5,12,RJ,HOME_IMPROVEMENT,D,1-3,HIGH,30+ DPD,30,ServicerB,2025-09-01,2026-04-10,AVAILABLE,ORIGINATION_SYSTEM
LN-12919,BR-22643,HOME,2018-03-31,2048-03-31,200000,158000,16.23,360,UP,DEBT_CONSOLIDATION,D,4-6,HIGH,CURRENT,0,ServicerC,2026-03-15,2026-06-12,PENDING,SERVICING_SYSTEM
LN-12920,BR-21307,BUSINESS,2024-09-16,2027-09-16,200000,96000,10.63,36,TS,DEBT_CONSOLIDATION,A,4-6,VERY_HIGH,CURRENT,0,ServicerB,2026-04-16,2026-08-08,PENDING,ORIGINATION_SYSTEM
LN-12921,BR-20142,PERSONAL,2019-08-15,2029-08-15,200000,82000,7.81,120,MP,VEHICLE,B,4-6,HIGH,30+ DPD,30,ServicerB,2025-02-17,2026-03-09,PENDING,ORIGINATION_SYSTEM
LN-12922,BR-23490,HOME,2019-12-16,2023-12-16,250000,100000,8.23,48,KL,WORKING_CAPITAL,B,4-6,HIGH,30+ DPD,15,ServicerC,2026-05-04,2026-06-23,MISSING,SERVICING_SYSTEM
LN-12923,BR-20503,HOME,2023-12-11,2033-12-11,75000,61500,8.78,120,PB,HOME_IMPROVEMENT,A,7-10,VERY_HIGH,60+ DPD,45,ServicerA,2025-01-09,2026-06-28,MISSING,MANUAL_UPLOAD
LN-12924,BR-20768,BUSINESS,2018-03-16,2023-03-16,100000,23000,11.48,60,DL,HOME_IMPROVEMENT,A,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2025-12-02,2026-04-05,MISSING,SERVICING_SYSTEM
LN-12925,BR-20914,EDUCATION,2024-03-06,2044-03-06,150000,123000,6.56,240,KL,VEHICLE,D,<1,MEDIUM,CURRENT,0,ServicerC,2026-07-04,2026-02-03,MISSING,SERVICING_SYSTEM
LN-12926,BR-22517,AUTO,2024-08-14,2054-08-14,1000000,770000,10.87,360,MH,VEHICLE,A,1-3,MEDIUM,CURRENT,0,ServicerB,2026-02-16,2026-02-10,MISSING,MANUAL_UPLOAD
LN-12927,BR-23038,EDUCATION,2021-01-12,2031-01-12,750000,300000,12.35,120,DL,HOME_IMPROVEMENT,B,1-3,MEDIUM,90+ DPD,120,ServicerC,2025-06-06,2026-04-18,MISSING,SERVICING_SYSTEM
LN-12928,BR-20089,PERSONAL,2021-01-01,2025-01-01,750000,247500,12.6,48,TS,DEBT_CONSOLIDATION,E,10+,HIGH,CURRENT,0,ServicerB,2025-08-24,2026-05-01,AVAILABLE,ORIGINATION_SYSTEM
LN-12929,BR-21868,BUSINESS,2024-09-15,2034-09-15,300000,54000,5.95,120,DL,WORKING_CAPITAL,C,10+,VERY_HIGH,CURRENT,0,ServicerA,2026-06-14,2026-06-24,AVAILABLE,MANUAL_UPLOAD
LN-12930,BR-21790,EDUCATION,2024-06-27,2034-06-27,750000,97500,16.18,120,HR,HOME_IMPROVEMENT,E,10+,VERY_HIGH,30+ DPD,15,ServicerC,2026-01-16,2026-07-13,MISSING,MANUAL_UPLOAD
LN-12931,BR-20249,AUTO,2022-08-22,2029-08-22,300000,60000,7.83,84,GJ,WORKING_CAPITAL,B,10+,MEDIUM,30+ DPD,15,ServicerA,2026-05-18,2026-02-02,PENDING,SERVICING_SYSTEM
LN-12932,BR-23990,HOME,2021-07-31,2023-07-31,50000,24000,13.46,24,HR,HOME_IMPROVEMENT,B,<1,HIGH,CURRENT,0,ServicerA,2025-02-19,2026-07-23,MISSING,MANUAL_UPLOAD
LN-12933,BR-22814,PERSONAL,2020-02-07,2050-02-07,100000,66000,5.87,360,RJ,VEHICLE,E,1-3,LOW,60+ DPD,45,ServicerB,2025-07-11,2026-03-28,AVAILABLE,MANUAL_UPLOAD
LN-12934,BR-20254,PERSONAL,2020-03-27,2024-03-27,75000,23250,10.32,48,DL,DEBT_CONSOLIDATION,E,7-10,LOW,CURRENT,0,ServicerC,2026-03-31,2026-05-12,PENDING,ORIGINATION_SYSTEM
LN-12935,BR-20978,EDUCATION,2023-06-05,2024-06-05,100000,94000,7.83,12,GJ,DEBT_CONSOLIDATION,A,7-10,MEDIUM,60+ DPD,45,ServicerB,2026-02-28,2026-03-17,PENDING,MANUAL_UPLOAD
LN-12936,BR-20692,AUTO,2021-10-17,2027-10-17,50000,6000,17.11,72,WB,DEBT_CONSOLIDATION,D,4-6,VERY_HIGH,CURRENT,0,ServicerB,2026-06-27,2026-07-11,MISSING,MANUAL_UPLOAD
LN-12937,BR-22642,BUSINESS,2018-11-16,2033-11-16,75000,47250,6.56,180,WB,DEBT_CONSOLIDATION,C,4-6,MEDIUM,90+ DPD,90,ServicerA,2025-08-14,2026-03-31,MISSING,ORIGINATION_SYSTEM
LN-12938,BR-20319,PERSONAL,2018-04-07,2024-04-07,50000,36500,6.58,72,DL,VEHICLE,B,1-3,MEDIUM,CURRENT,0,ServicerB,2025-09-16,2026-04-27,AVAILABLE,SERVICING_SYSTEM
LN-12939,BR-20267,EDUCATION,2018-05-27,2022-05-27,75000,26250,9.2,48,MP,WORKING_CAPITAL,A,10+,HIGH,60+ DPD,45,ServicerC,2026-03-13,2026-05-08,MISSING,SERVICING_SYSTEM
LN-12940,BR-20440,EDUCATION,2022-11-13,2025-11-13,500000,45000,16.25,36,MP,EDUCATION,C,<1,VERY_HIGH,60+ DPD,45,ServicerA,2026-01-03,2026-07-09,AVAILABLE,MANUAL_UPLOAD
LN-12941,BR-23124,HOME,2024-10-02,2031-10-02,200000,20000,11.62,84,TS,EDUCATION,C,1-3,LOW,60+ DPD,60,ServicerA,2025-08-18,2026-03-29,PENDING,SERVICING_SYSTEM
LN-12942,BR-23535,AUTO,2021-09-12,2051-09-12,300000,183000,17.01,360,RJ,VEHICLE,D,7-10,LOW,30+ DPD,15,ServicerB,2025-12-24,2026-08-06,MISSING,SERVICING_SYSTEM
LN-12943,BR-22146,EDUCATION,2023-10-10,2027-10-10,500000,170000,14.5,48,KL,WORKING_CAPITAL,E,4-6,MEDIUM,90+ DPD,120,ServicerB,2026-01-29,2026-08-01,AVAILABLE,MANUAL_UPLOAD
LN-12944,BR-20237,HOME,2019-08-25,2021-08-25,75000,62250,11.42,24,UP,WORKING_CAPITAL,A,10+,VERY_HIGH,CURRENT,0,ServicerB,2026-02-02,2026-04-29,MISSING,ORIGINATION_SYSTEM
LN-12945,BR-21207,PERSONAL,2024-07-17,2034-07-17,1000000,940000,14.63,120,GJ,DEBT_CONSOLIDATION,B,1-3,LOW,90+ DPD,120,ServicerC,2025-10-19,2026-04-30,MISSING,SERVICING_SYSTEM
LN-12946,BR-21447,BUSINESS,2023-05-17,2030-05-17,100000,78000,14.04,84,RJ,VEHICLE,D,1-3,LOW,60+ DPD,45,ServicerC,2025-04-06,2026-06-12,PENDING,ORIGINATION_SYSTEM
LN-12947,BR-23386,HOME,2023-01-29,2030-01-29,750000,135000,15.06,84,DL,HOME_IMPROVEMENT,B,<1,LOW,60+ DPD,45,ServicerC,2025-07-02,2026-06-08,MISSING,SERVICING_SYSTEM
LN-12948,BR-22248,PERSONAL,2019-05-24,2021-05-24,50000,8000,16.23,24,UP,WORKING_CAPITAL,C,1-3,HIGH,90+ DPD,90,ServicerC,2025-08-27,2026-06-07,PENDING,MANUAL_UPLOAD
LN-12949,BR-23275,PERSONAL,2019-10-09,2026-10-09,100000,49000,17.04,84,KA,EDUCATION,E,<1,LOW,90+ DPD,120,ServicerA,2025-08-21,2026-05-31,MISSING,SERVICING_SYSTEM
LN-12950,BR-23898,HOME,2020-06-20,2050-06-20,500000,290000,16.81,360,MP,EDUCATION,E,7-10,HIGH,90+ DPD,120,ServicerC,2026-02-21,2026-04-06,PENDING,SERVICING_SYSTEM
LN-12951,BR-23684,BUSINESS,2022-04-21,2052-04-21,200000,60000,5.32,360,MH,EDUCATION,E,7-10,MEDIUM,CURRENT,0,ServicerB,2025-08-21,2026-08-05,MISSING,SERVICING_SYSTEM
LN-12952,BR-21764,EDUCATION,2024-03-09,2029-03-09,250000,210000,17.46,60,DL,WORKING_CAPITAL,A,7-10,LOW,90+ DPD,120,ServicerA,2026-06-23,2026-08-04,PENDING,ORIGINATION_SYSTEM
LN-12953,BR-21209,PERSONAL,2025-01-30,2029-01-30,750000,630000,12.8,48,WB,VEHICLE,E,1-3,LOW,CURRENT,0,ServicerB,2025-01-10,2026-07-25,MISSING,SERVICING_SYSTEM
LN-12954,BR-22572,PERSONAL,2021-06-22,2025-06-22,50000,24500,10.11,48,HR,WORKING_CAPITAL,A,4-6,MEDIUM,90+ DPD,120,ServicerB,2025-04-16,2026-03-20,MISSING,SERVICING_SYSTEM
LN-12955,BR-21526,PERSONAL,2018-01-31,2024-01-31,1000000,380000,7.08,72,WB,VEHICLE,C,7-10,VERY_HIGH,CURRENT,0,ServicerB,2025-05-29,2026-03-31,PENDING,ORIGINATION_SYSTEM
LN-12956,BR-22240,BUSINESS,2021-10-18,2025-10-18,75000,42000,15.39,48,GJ,EDUCATION,E,10+,VERY_HIGH,60+ DPD,45,ServicerA,2025-11-06,2026-08-11,MISSING,MANUAL_UPLOAD
LN-12957,BR-23804,AUTO,2019-02-27,2023-02-27,500000,365000,12.68,48,TS,WORKING_CAPITAL,B,7-10,MEDIUM,30+ DPD,15,ServicerC,2026-05-03,2026-04-16,PENDING,ORIGINATION_SYSTEM
LN-12958,BR-20380,PERSONAL,2019-11-15,2029-11-15,100000,53000,17.01,120,AP,HOME_IMPROVEMENT,E,4-6,LOW,CURRENT,0,ServicerC,2025-07-05,2026-02-12,AVAILABLE,SERVICING_SYSTEM
LN-12959,BR-20850,HOME,2022-04-16,2037-04-16,200000,186000,15.48,180,WB,DEBT_CONSOLIDATION,B,4-6,LOW,CURRENT,0,ServicerA,2026-04-11,2026-03-24,MISSING,SERVICING_SYSTEM
LN-12960,BR-23621,HOME,2020-04-05,2027-04-05,750000,367500,15.66,84,HR,HOME_IMPROVEMENT,C,10+,LOW,90+ DPD,120,ServicerA,2025-12-21,2026-03-30,PENDING,SERVICING_SYSTEM
LN-12961,BR-21337,HOME,2022-12-13,2028-12-13,300000,270000,13.38,72,DL,DEBT_CONSOLIDATION,B,4-6,LOW,30+ DPD,15,ServicerA,2026-01-20,2026-05-10,MISSING,SERVICING_SYSTEM
LN-12962,BR-20797,EDUCATION,2018-05-25,2023-05-25,200000,94000,11.97,60,WB,EDUCATION,E,1-3,LOW,30+ DPD,30,ServicerB,2026-04-30,2026-04-11,PENDING,ORIGINATION_SYSTEM
LN-12963,BR-21844,EDUCATION,2020-11-09,2022-11-09,750000,90000,6.26,24,PB,DEBT_CONSOLIDATION,D,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2026-04-18,2026-04-27,PENDING,SERVICING_SYSTEM
LN-12964,BR-23416,BUSINESS,2023-07-25,2053-07-25,500000,235000,16.36,360,MH,WORKING_CAPITAL,A,10+,HIGH,60+ DPD,45,ServicerA,2026-02-09,2026-04-02,AVAILABLE,ORIGINATION_SYSTEM
LN-12965,BR-22643,EDUCATION,2023-01-31,2024-01-31,200000,164000,17.95,12,AP,DEBT_CONSOLIDATION,D,1-3,HIGH,30+ DPD,15,ServicerA,2025-09-22,2026-06-22,PENDING,MANUAL_UPLOAD
LN-12966,BR-20344,HOME,2018-06-19,2024-06-19,200000,72000,6.41,72,KA,HOME_IMPROVEMENT,A,1-3,HIGH,90+ DPD,90,ServicerA,2025-02-08,2026-03-23,PENDING,SERVICING_SYSTEM
LN-12967,BR-22962,PERSONAL,2020-02-08,2030-02-08,1000000,650000,5.48,120,KA,EDUCATION,B,1-3,VERY_HIGH,90+ DPD,120,ServicerB,2026-07-20,2026-08-02,PENDING,ORIGINATION_SYSTEM
LN-12968,BR-20737,BUSINESS,2024-12-27,2044-12-27,100000,91000,7.37,240,AP,EDUCATION,A,10+,MEDIUM,60+ DPD,45,ServicerC,2025-11-06,2026-06-07,AVAILABLE,SERVICING_SYSTEM
LN-12969,BR-20318,HOME,2022-07-10,2029-07-10,200000,28000,6,84,WB,VEHICLE,B,1-3,LOW,CURRENT,0,ServicerB,2026-04-23,2026-05-31,MISSING,SERVICING_SYSTEM
LN-12970,BR-23243,HOME,2019-02-08,2025-02-08,75000,48750,16.6,72,WB,WORKING_CAPITAL,D,<1,HIGH,90+ DPD,90,ServicerB,2025-03-28,2026-06-06,PENDING,MANUAL_UPLOAD
LN-12971,BR-20758,EDUCATION,2021-12-26,2023-12-26,150000,103500,14.69,24,TS,HOME_IMPROVEMENT,D,4-6,VERY_HIGH,60+ DPD,60,ServicerC,2026-01-27,2026-02-09,MISSING,SERVICING_SYSTEM
LN-12972,BR-20506,AUTO,2022-06-07,2037-06-07,300000,129000,5.05,180,HR,EDUCATION,D,<1,VERY_HIGH,CURRENT,0,ServicerA,2026-04-03,2026-03-21,AVAILABLE,SERVICING_SYSTEM
LN-12973,BR-21976,AUTO,2024-10-10,2054-10-10,200000,130000,7.7,360,MP,VEHICLE,A,<1,HIGH,60+ DPD,45,ServicerB,2026-01-30,2026-07-25,MISSING,SERVICING_SYSTEM
LN-12974,BR-20097,EDUCATION,2020-04-25,2050-04-25,500000,460000,12.79,360,AP,EDUCATION,E,<1,VERY_HIGH,30+ DPD,15,ServicerC,2025-05-11,2026-02-17,PENDING,SERVICING_SYSTEM
LN-12975,BR-21711,PERSONAL,2020-07-02,2022-07-02,250000,152500,10.97,24,TS,HOME_IMPROVEMENT,C,4-6,MEDIUM,CURRENT,0,ServicerC,2026-03-27,2026-08-11,AVAILABLE,SERVICING_SYSTEM
LN-12976,BR-22322,HOME,2020-08-22,2035-08-22,50000,41500,9.71,180,MH,EDUCATION,E,<1,HIGH,60+ DPD,45,ServicerB,2026-03-26,2026-06-28,PENDING,MANUAL_UPLOAD
LN-12977,BR-21113,EDUCATION,2020-07-03,2035-07-03,75000,18000,6.21,180,MP,DEBT_CONSOLIDATION,E,<1,HIGH,60+ DPD,45,ServicerA,2025-07-01,2026-03-30,AVAILABLE,ORIGINATION_SYSTEM
LN-12978,BR-22267,HOME,2024-10-10,2029-10-10,750000,210000,14.13,60,TN,EDUCATION,E,<1,VERY_HIGH,90+ DPD,120,ServicerB,2025-08-25,2026-03-31,MISSING,MANUAL_UPLOAD
LN-12979,BR-21406,HOME,2024-04-19,2034-04-19,500000,50000,8.05,120,GJ,HOME_IMPROVEMENT,E,1-3,VERY_HIGH,60+ DPD,60,ServicerB,2025-08-30,2026-05-01,AVAILABLE,ORIGINATION_SYSTEM
LN-12980,BR-23572,AUTO,2023-12-27,2053-12-27,75000,36750,16.42,360,KA,VEHICLE,D,7-10,MEDIUM,CURRENT,0,ServicerC,2026-03-19,2026-03-24,PENDING,MANUAL_UPLOAD
LN-12981,BR-23999,EDUCATION,2021-10-09,2028-10-09,300000,36000,9.87,84,BR,EDUCATION,A,4-6,MEDIUM,60+ DPD,45,ServicerB,2025-01-03,2026-02-21,AVAILABLE,MANUAL_UPLOAD
LN-12982,BR-23956,PERSONAL,2021-10-23,2051-10-23,50000,26000,6.91,360,KL,EDUCATION,A,4-6,VERY_HIGH,CURRENT,0,ServicerA,2025-09-13,2026-06-21,AVAILABLE,ORIGINATION_SYSTEM
LN-12983,BR-22702,AUTO,2023-05-26,2025-05-26,300000,123000,10.57,24,GJ,EDUCATION,C,7-10,HIGH,CURRENT,0,ServicerB,2025-03-13,2026-02-07,AVAILABLE,ORIGINATION_SYSTEM
LN-12984,BR-22720,BUSINESS,2024-12-06,2044-12-06,100000,49000,15.33,240,PB,DEBT_CONSOLIDATION,A,1-3,HIGH,30+ DPD,30,ServicerA,2025-07-18,2026-08-08,AVAILABLE,MANUAL_UPLOAD
LN-12985,BR-22136,HOME,2024-03-19,2054-03-19,500000,170000,11.97,360,RJ,EDUCATION,A,1-3,VERY_HIGH,30+ DPD,30,ServicerA,2025-11-20,2026-05-14,PENDING,ORIGINATION_SYSTEM
LN-12986,BR-22169,PERSONAL,2018-11-23,2024-11-23,200000,10000,11.52,72,HR,WORKING_CAPITAL,D,7-10,HIGH,90+ DPD,120,ServicerB,2025-05-04,2026-04-15,AVAILABLE,SERVICING_SYSTEM
LN-12987,BR-21584,HOME,2019-04-04,2024-04-04,300000,219000,10.52,60,BR,WORKING_CAPITAL,D,7-10,HIGH,60+ DPD,45,ServicerB,2026-07-18,2026-03-06,PENDING,SERVICING_SYSTEM
LN-12988,BR-22855,AUTO,2024-11-22,2030-11-22,1000000,740000,7.48,72,DL,WORKING_CAPITAL,B,10+,VERY_HIGH,CURRENT,0,ServicerB,2025-07-16,2026-06-21,MISSING,MANUAL_UPLOAD
LN-12989,BR-23586,PERSONAL,2023-06-18,2038-06-18,1000000,80000,15.9,180,RJ,EDUCATION,E,1-3,HIGH,CURRENT,0,ServicerC,2025-06-06,2026-07-25,AVAILABLE,ORIGINATION_SYSTEM
LN-12990,BR-22781,HOME,2021-09-15,2031-09-15,100000,84000,7.42,120,BR,VEHICLE,B,7-10,VERY_HIGH,CURRENT,0,ServicerC,2025-10-19,2026-03-10,MISSING,ORIGINATION_SYSTEM
LN-12991,BR-23571,BUSINESS,2018-12-23,2019-12-23,100000,60000,13.12,12,KA,WORKING_CAPITAL,B,<1,LOW,30+ DPD,15,ServicerC,2026-05-20,2026-05-10,MISSING,ORIGINATION_SYSTEM
LN-12992,BR-20153,AUTO,2020-05-26,2022-05-26,300000,90000,17.47,24,KA,EDUCATION,D,1-3,MEDIUM,CURRENT,0,ServicerC,2025-01-01,2026-04-13,MISSING,SERVICING_SYSTEM
LN-12993,BR-20518,AUTO,2023-10-31,2025-10-31,200000,116000,5.85,24,PB,HOME_IMPROVEMENT,C,1-3,LOW,CURRENT,0,ServicerC,2026-03-21,2026-03-20,AVAILABLE,MANUAL_UPLOAD
LN-12994,BR-21386,PERSONAL,2024-02-07,2054-02-07,300000,27000,16.61,360,WB,WORKING_CAPITAL,D,<1,VERY_HIGH,30+ DPD,15,ServicerA,2025-08-02,2026-02-11,MISSING,MANUAL_UPLOAD
LN-12995,BR-22958,BUSINESS,2022-10-04,2029-10-04,200000,62000,10.88,84,TN,EDUCATION,D,<1,MEDIUM,30+ DPD,30,ServicerC,2025-10-22,2026-05-29,PENDING,SERVICING_SYSTEM
LN-12996,BR-23850,HOME,2021-08-22,2031-08-22,150000,30000,6.36,120,UP,DEBT_CONSOLIDATION,C,<1,MEDIUM,CURRENT,0,ServicerB,2025-03-20,2026-02-18,AVAILABLE,ORIGINATION_SYSTEM
LN-12997,BR-21939,HOME,2024-07-28,2039-07-28,500000,95000,17.18,180,KL,VEHICLE,B,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2026-06-14,2026-04-27,AVAILABLE,MANUAL_UPLOAD
LN-12998,BR-20078,PERSONAL,2022-03-06,2029-03-06,300000,21000,5.62,84,MP,VEHICLE,D,10+,MEDIUM,30+ DPD,15,ServicerB,2026-06-25,2026-08-17,PENDING,ORIGINATION_SYSTEM
LN-12999,BR-21584,HOME,2019-11-13,2034-11-13,750000,225000,13.53,180,PB,VEHICLE,D,<1,VERY_HIGH,90+ DPD,90,ServicerA,2026-05-22,2026-03-18,MISSING,ORIGINATION_SYSTEM
LN-13000,BR-21552,EDUCATION,2018-03-30,2028-03-30,1000000,400000,16.57,120,UP,EDUCATION,C,10+,HIGH,CURRENT,0,ServicerA,2025-03-12,2026-04-11,AVAILABLE,MANUAL_UPLOAD
LN-13001,BR-20985,EDUCATION,2024-01-11,2044-01-11,300000,180000,12.43,240,PB,DEBT_CONSOLIDATION,C,10+,MEDIUM,90+ DPD,120,ServicerA,2025-03-04,2026-07-25,AVAILABLE,ORIGINATION_SYSTEM
LN-13002,BR-23730,AUTO,2023-12-11,2043-12-11,100000,8000,9.48,240,DL,EDUCATION,B,10+,MEDIUM,60+ DPD,45,ServicerC,2026-02-06,2026-04-21,MISSING,MANUAL_UPLOAD
LN-13003,BR-22281,PERSONAL,2024-04-01,2025-04-01,300000,132000,11.67,12,DL,WORKING_CAPITAL,B,10+,MEDIUM,CURRENT,0,ServicerB,2026-01-14,2026-05-24,MISSING,ORIGINATION_SYSTEM
LN-13004,BR-22691,EDUCATION,2018-03-20,2033-03-20,750000,585000,12.27,180,BR,EDUCATION,B,<1,VERY_HIGH,CURRENT,0,ServicerA,2026-06-16,2026-02-03,PENDING,MANUAL_UPLOAD
LN-13005,BR-23655,HOME,2019-12-03,2020-12-03,75000,21000,10.21,12,KL,WORKING_CAPITAL,C,4-6,HIGH,CURRENT,0,ServicerA,2026-04-07,2026-03-31,MISSING,SERVICING_SYSTEM
LN-13006,BR-23508,PERSONAL,2024-11-24,2044-11-24,75000,13500,13.1,240,WB,HOME_IMPROVEMENT,C,<1,LOW,CURRENT,0,ServicerB,2025-04-04,2026-04-14,PENDING,ORIGINATION_SYSTEM
