loan_id,application_document,income_document,identity_document,document_status
LN-12843,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12844,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12845,MISSING,MISSING,MISSING,PENDING
LN-12846,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12847,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12848,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12849,MISSING,MISSING,MISSING,MISSING
LN-12850,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12851,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12852,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12853,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12854,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12855,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12856,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12857,MISSING,MISSING,MISSING,AVAILABLE
LN-12858,AVAILABLE,MISSING,MISSING,MISSING
LN-12859,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12860,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12861,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12862,MISSING,MISSING,MISSING,MISSING
LN-12863,AVAILABLE,MISSING,MISSING,MISSING
LN-12864,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12865,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12866,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12867,AVAILABLE,MISSING,MISSING,MISSING
LN-12868,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12869,MISSING,MISSING,MISSING,PENDING
LN-12870,MISSING,MISSING,MISSING,PENDING
LN-12871,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12872,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12873,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12874,MISSING,MISSING,MISSING,PENDING
LN-12875,MISSING,MISSING,MISSING,AVAILABLE
LN-12876,AVAILABLE,MISSING,MISSING,PENDING
LN-12877,MISSING,MISSING,MISSING,PENDING
LN-12878,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12879,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12880,MISSING,MISSING,MISSING,PENDING
LN-12881,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12882,MISSING,MISSING,AVAILABLE,PENDING
LN-12883,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12884,MISSING,MISSING,MISSING,PENDING
LN-12885,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12886,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12887,MISSING,MISSING,MISSING,MISSING
LN-12888,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12889,MISSING,AVAILABLE,MISSING,PENDING
LN-12890,MISSING,MISSING,MISSING,PENDING
LN-12891,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12892,AVAILABLE,MISSING,MISSING,MISSING
LN-12893,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12894,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12895,AVAILABLE,MISSING,MISSING,PENDING
LN-12896,AVAILABLE,MISSING,MISSING,MISSING
LN-12897,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12898,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12899,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12900,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12901,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12902,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12903,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12904,AVAILABLE,MISSING,MISSING,PENDING
LN-12905,MISSING,MISSING,MISSING,AVAILABLE
LN-12906,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12907,MISSING,MISSING,MISSING,MISSING
LN-12908,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12909,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12910,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12911,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12912,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12913,MISSING,MISSING,MISSING,MISSING
LN-12914,AVAILABLE,MISSING,MISSING,PENDING
LN-12915,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12916,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12917,MISSING,MISSING,MISSING,PENDING
LN-12918,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12919,MISSING,AVAILABLE,MISSING,PENDING
LN-12920,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12921,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12922,AVAILABLE,MISSING,MISSING,MISSING
LN-12923,MISSING,MISSING,AVAILABLE,MISSING
LN-12924,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12925,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12926,AVAILABLE,MISSING,MISSING,MISSING
LN-12927,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12928,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12929,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12930,MISSING,AVAILABLE,MISSING,MISSING
LN-12931,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12932,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12933,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12934,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12935,MISSING,MISSING,MISSING,PENDING
LN-12936,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12937,MISSING,MISSING,AVAILABLE,MISSING
LN-12938,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12939,MISSING,MISSING,AVAILABLE,MISSING
LN-12940,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12941,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12942,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12943,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12944,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12945,MISSING,MISSING,MISSING,MISSING
LN-12946,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12947,MISSING,MISSING,AVAILABLE,MISSING
LN-12948,MISSING,MISSING,MISSING,PENDING
LN-12949,MISSING,MISSING,AVAILABLE,MISSING
LN-12950,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12951,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12952,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12953,MISSING,MISSING,MISSING,MISSING
LN-12954,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12955,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12956,MISSING,MISSING,MISSING,MISSING
LN-12957,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12958,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12959,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12960,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12961,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12962,MISSING,AVAILABLE,MISSING,PENDING
LN-12963,AVAILABLE,MISSING,MISSING,PENDING
LN-12964,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12965,MISSING,AVAILABLE,MISSING,PENDING
LN-12966,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12967,AVAILABLE,MISSING,MISSING,PENDING
LN-12968,MISSING,MISSING,MISSING,AVAILABLE
LN-12969,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12970,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12971,AVAILABLE,MISSING,MISSING,MISSING
LN-12972,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12973,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12974,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12975,MISSING,MISSING,MISSING,AVAILABLE
LN-12976,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12977,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12978,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12979,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12980,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12981,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12982,MISSING,MISSING,MISSING,AVAILABLE
LN-12983,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12984,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12985,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12986,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12987,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12988,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12989,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12990,AVAILABLE,MISSING,MISSING,MISSING
LN-12991,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12992,AVAILABLE,MISSING,MISSING,MISSING
LN-12993,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12994,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12995,AVAILABLE,MISSING,MISSING,PENDING
LN-12996,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12997,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12998,AVAILABLE,MISSING,MISSING,PENDING
LN-12999,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13000,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13001,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13002,MISSING,MISSING,AVAILABLE,MISSING
LN-13003,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13004,MISSING,MISSING,AVAILABLE,PENDING
LN-13005,MISSING,MISSING,AVAILABLE,MISSING
LN-13006,MISSING,AVAILABLE,MISSING,PENDING
LN-13007,MISSING,MISSING,MISSING,AVAILABLE
LN-13008,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13009,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13010,MISSING,MISSING,AVAILABLE,PENDING
LN-13011,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13012,MISSING,AVAILABLE,MISSING,PENDING
LN-13013,MISSING,AVAILABLE,MISSING,MISSING
LN-13014,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13015,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13016,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13017,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13018,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13019,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13020,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13021,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13022,MISSING,MISSING,MISSING,MISSING
LN-13023,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13024,MISSING,AVAILABLE,MISSING,PENDING
LN-13025,MISSING,MISSING,MISSING,PENDING
LN-13026,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13027,MISSING,MISSING,MISSING,PENDING
LN-13028,AVAILABLE,MISSING,MISSING,MISSING
LN-13029,MISSING,MISSING,AVAILABLE,MISSING
LN-13030,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13031,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13032,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13033,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13034,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13035,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13036,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13037,MISSING,AVAILABLE,MISSING,MISSING
LN-13038,MISSING,MISSING,MISSING,PENDING
LN-13039,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13040,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13041,MISSING,AVAILABLE,MISSING,MISSING
LN-13042,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13043,MISSING,MISSING,AVAILABLE,MISSING
LN-13044,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13045,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13046,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13047,AVAILABLE,MISSING,MISSING,MISSING
LN-13048,MISSING,MISSING,MISSING,MISSING
LN-13049,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13050,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13051,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13052,MISSING,MISSING,AVAILABLE,PENDING
LN-13053,MISSING,MISSING,AVAILABLE,PENDING
LN-13054,MISSING,MISSING,AVAILABLE,MISSING
LN-13055,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13056,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13057,MISSING,AVAILABLE,MISSING,MISSING
LN-13058,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13059,MISSING,MISSING,MISSING,PENDING
LN-13060,MISSING,MISSING,AVAILABLE,MISSING
LN-13061,MISSING,AVAILABLE,MISSING,MISSING
LN-13062,AVAILABLE,MISSING,MISSING,PENDING
LN-13063,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13064,MISSING,AVAILABLE,MISSING,PENDING
LN-13065,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13066,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13067,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13068,AVAILABLE,MISSING,MISSING,PENDING
LN-13069,MISSING,MISSING,AVAILABLE,MISSING
LN-13070,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13071,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13072,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13073,MISSING,MISSING,AVAILABLE,PENDING
LN-13074,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13075,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13076,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13077,MISSING,MISSING,MISSING,PENDING
LN-13078,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13079,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13080,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13081,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13082,AVAILABLE,MISSING,MISSING,PENDING
LN-13083,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13084,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13085,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13086,MISSING,AVAILABLE,MISSING,PENDING
LN-13087,MISSING,AVAILABLE,MISSING,PENDING
LN-13088,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13089,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13090,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13091,MISSING,AVAILABLE,MISSING,MISSING
LN-13092,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13093,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13094,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13095,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13096,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13097,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13098,AVAILABLE,MISSING,MISSING,MISSING
LN-13099,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13100,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13101,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13102,MISSING,AVAILABLE,MISSING,PENDING
LN-13103,MISSING,MISSING,MISSING,PENDING
LN-13104,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13105,MISSING,AVAILABLE,MISSING,MISSING
LN-13106,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13107,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13108,MISSING,MISSING,AVAILABLE,MISSING
LN-13109,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13110,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13111,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13112,MISSING,AVAILABLE,MISSING,MISSING
LN-13113,MISSING,MISSING,AVAILABLE,MISSING
LN-13114,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13115,MISSING,AVAILABLE,MISSING,MISSING
LN-13116,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13117,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13118,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13119,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13120,MISSING,MISSING,AVAILABLE,PENDING
LN-13121,MISSING,MISSING,MISSING,AVAILABLE
LN-13122,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13123,MISSING,MISSING,AVAILABLE,PENDING
LN-13124,MISSING,MISSING,MISSING,PENDING
LN-13125,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13126,MISSING,MISSING,MISSING,AVAILABLE
LN-13127,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13128,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13129,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13130,AVAILABLE,MISSING,MISSING,PENDING
LN-13131,MISSING,MISSING,MISSING,AVAILABLE
LN-13132,MISSING,MISSING,MISSING,AVAILABLE
LN-13133,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13134,MISSING,AVAILABLE,MISSING,PENDING
LN-13135,AVAILABLE,MISSING,MISSING,PENDING
LN-13136,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13137,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13138,MISSING,MISSING,MISSING,PENDING
LN-13139,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13140,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13141,MISSING,MISSING,AVAILABLE,MISSING
LN-13142,MISSING,MISSING,AVAILABLE,MISSING
LN-13143,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13144,MISSING,AVAILABLE,MISSING,MISSING
LN-13145,MISSING,AVAILABLE,MISSING,PENDING
LN-13146,MISSING,AVAILABLE,MISSING,MISSING
LN-13147,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13148,MISSING,AVAILABLE,MISSING,PENDING
LN-13149,MISSING,MISSING,MISSING,AVAILABLE
LN-13150,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13151,AVAILABLE,MISSING,MISSING,PENDING
LN-13152,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13153,MISSING,AVAILABLE,MISSING,MISSING
LN-13154,MISSING,MISSING,AVAILABLE,MISSING
LN-13155,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13156,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13157,MISSING,MISSING,AVAILABLE,PENDING
LN-13158,AVAILABLE,MISSING,MISSING,PENDING
LN-13159,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13160,MISSING,MISSING,MISSING,AVAILABLE
LN-13161,MISSING,MISSING,MISSING,MISSING
LN-13162,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13163,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13164,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13165,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13166,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13167,MISSING,MISSING,MISSING,PENDING
LN-13168,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13169,MISSING,MISSING,MISSING,MISSING
LN-13170,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13171,MISSING,AVAILABLE,MISSING,PENDING
LN-13172,MISSING,MISSING,MISSING,AVAILABLE
LN-13173,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13174,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13175,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13176,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13177,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13178,AVAILABLE,MISSING,MISSING,MISSING
LN-13179,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13180,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13181,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13182,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13183,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13184,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13185,AVAILABLE,MISSING,MISSING,PENDING
LN-13186,MISSING,MISSING,MISSING,PENDING
LN-13187,MISSING,MISSING,AVAILABLE,MISSING
LN-13188,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13189,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13190,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13191,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13192,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13193,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13194,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13195,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13196,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13197,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13198,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13199,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13200,AVAILABLE,MISSING,MISSING,MISSING
LN-13201,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13202,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13203,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13204,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13205,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13206,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13207,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-13208,MISSING,AVAILABLE,MISSING,MISSING
LN-13209,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13210,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13211,AVAILABLE,MISSING,MISSING,MISSING
LN-13212,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13213,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13214,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13215,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13216,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13217,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13218,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13219,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13220,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13221,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13222,MISSING,MISSING,MISSING,MISSING
LN-13223,MISSING,MISSING,MISSING,AVAILABLE
LN-13224,MISSING,MISSING,MISSING,PENDING
LN-13225,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13226,MISSING,MISSING,MISSING,AVAILABLE
LN-13227,MISSING,MISSING,AVAILABLE,MISSING
LN-13228,MISSING,MISSING,AVAILABLE,MISSING
LN-13229,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13230,AVAILABLE,MISSING,MISSING,MISSING
LN-13231,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13232,MISSING,AVAILABLE,MISSING,MISSING
LN-13233,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13234,AVAILABLE,MISSING,MISSING,PENDING
LN-13235,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13236,MISSING,AVAILABLE,MISSING,PENDING
LN-13237,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13238,AVAILABLE,MISSING,MISSING,PENDING
LN-13239,MISSING,AVAILABLE,MISSING,PENDING
LN-13240,MISSING,AVAILABLE,MISSING,MISSING
LN-13241,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13242,MISSING,MISSING,MISSING,PENDING
LN-13243,AVAILABLE,MISSING,MISSING,PENDING
LN-13244,AVAILABLE,MISSING,MISSING,PENDING
LN-13245,MISSING,MISSING,MISSING,MISSING
LN-13246,MISSING,MISSING,AVAILABLE,MISSING
LN-13247,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-13248,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13249,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13250,MISSING,MISSING,MISSING,PENDING
LN-13251,MISSING,MISSING,MISSING,MISSING
LN-13252,AVAILABLE,MISSING,MISSING,PENDING
LN-13253,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13254,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13255,MISSING,MISSING,AVAILABLE,PENDING
LN-13256,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-13257,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-13258,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13259,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13260,MISSING,MISSING,AVAILABLE,PENDING
LN-13261,AVAILABLE,MISSING,MISSING,PENDING
LN-13262,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13263,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-13264,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13265,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-13266,MISSING,AVAILABLE,MISSING,PENDING
LN-13267,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-13268,MISSING,MISSING,MISSING,PENDING
LN-13269,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13270,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-13271,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13272,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13273,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-13274,MISSING,MISSING,MISSING,PENDING
LN-13275,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-13276,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-13277,MISSING,MISSING,AVAILABLE,MISSING
LN-13278,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-13279,MISSING,MISSING,MISSING,AVAILABLE
LN-13280,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-13281,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-13282,AVAILABLE,MISSING,MISSING,PENDING
LN-13283,MISSING,MISSING,MISSING,MISSING
LN-13284,MISSING,MISSING,AVAILABLE,MISSING
LN-13285,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-13286,AVAILABLE,MISSING,MISSING,MISSING
